customerid,num_prev_loans,late_payment_rate,max_late_days,ever_late_flag,ever_late_30d_flag,avg_prev_totaldue_to_loanamount,latest_prev_closeddate
8a85881053bc33670153cba1f98e6d19,6,0.0,0,0,0,1.2030555555555555,2017-07-03 22:00:04
8a85881053bc33670153cc5a32432a14,13,0.07692307692307693,9,1,0,1.2193589743589743,2017-06-30 16:10:31
8a8588175489ef7701548cd088f2207b,2,1.0,15,1,0,1.3,2017-07-07 19:16:01
8a85881a5420ebf101543716beee1039,6,0.0,0,0,0,1.251111111111111,2017-06-12 21:43:55
8a85881a5420ebf101543805f5fb4a09,13,0.0,0,0,0,1.1565384615384615,2017-07-23 09:54:36
8a8588235375c27f01537601102f108c,2,1.0,5,1,0,1.15,2016-05-24 00:03:40
8a8588235375c27f015376d27f982c9e,3,0.6666666666666666,22,1,0,1.2,2016-06-23 00:03:39
8a8588235375c27f01537f6d1ad53cff,9,0.2222222222222222,1,1,0,1.1751851851851853,2017-07-04 13:51:26
8a8588235375c27f01537f79100c40c3,5,1.0,10,1,0,1.21,2017-07-13 15:26:50
8a8588235375c27f01537fd31b1f53cd,5,0.0,0,0,0,1.2333333333333332,2017-02-13 08:40:59
8a8588235375c27f01538446e3214790,13,0.3076923076923077,15,1,0,1.2238461538461538,2017-07-24 15:30:31
8a8588235384a58d01538abf515f2c2b,10,0.3,16,1,0,1.1432499999999999,2017-07-11 20:27:23
8a8588235384a58d01538b5b8d49372c,2,0.0,0,0,0,1.3,2017-07-17 07:33:21
8a8588235384a58d01538faa46246121,8,0.375,14,1,0,1.2135416666666665,2017-07-07 05:19:16
8a8588235384a58d01539f23b1071fd9,13,0.15384615384615385,1,1,0,1.1459615384615385,2017-07-13 14:08:25
8a8588235384a58d0153a1e7fa6a5089,11,0.09090909090909091,1,1,0,1.1774242424242425,2017-07-10 13:17:19
8a8588235384a58d0153a80649f43890,8,0.5,10,1,0,1.1528125,2017-07-04 14:55:15
8a85882653bc51f50153c1b4a0127f64,2,1.0,30,1,0,1.3,2016-08-04 19:49:06
8a85882653bc51f50153c7a562dc099d,2,0.5,21,1,0,1.3,2017-07-26 15:21:16
8a85882653bc51f50153cb3de65e73d0,11,0.5454545454545454,16,1,0,1.1954545454545455,2017-07-25 16:23:22
8a85882653bc51f50153cc4e2899446b,6,0.0,0,0,0,1.2375,2017-07-03 11:30:38
8a85882653d0bb500153d632dca50043,10,0.2,8,1,0,1.1844999999999999,2017-06-27 07:04:31
8a85882653d0bb500153d96597b72471,3,0.3333333333333333,13,1,0,1.3,2017-04-18 15:47:13
8a85882653e1a3e00153e1f8033b1233,6,0.0,0,0,0,1.231111111111111,2017-07-10 13:06:07
8a85882653e2eb990153e6349161513e,6,0.16666666666666666,10,1,0,1.238888888888889,2017-06-19 21:48:17
8a85882653e2eb990153e7a9eda325a7,4,0.0,0,0,0,1.3,2017-07-05 06:45:35
8a85882653e2eb990153e7b4c52d2815,12,0.0,0,0,0,1.1833333333333333,2017-07-21 13:16:39
8a85882653e2eb990153ec156fa2537f,9,0.4444444444444444,29,1,0,1.1621296296296295,2017-07-05 19:58:09
8a85882653e2eb990153f0f8a8520c4b,7,0.14285714285714285,1,1,0,1.184404761904762,2017-07-16 15:12:16
8a85882953bc04f80153bc05a36c0003,13,0.46153846153846156,15,1,0,1.2325641025641025,2017-06-30 15:24:15
8a85882953bc04f80153bc198e5d0222,1,0.0,0,0,0,1.3,2017-07-16 13:17:10
8a85882953bc04f80153c205b75d7403,7,0.14285714285714285,1,1,0,1.188095238095238,2017-07-21 16:59:03
8a85882c546ba83501547619cd377b69,11,0.2727272727272727,4,1,0,1.2231818181818181,2017-07-05 00:01:02
8a85883353d0c4e90153d24b9d0667bd,11,0.0,0,0,0,1.1698484848484847,2017-07-10 12:33:07
8a85883353d0c4e90153d308b87e7f1a,12,0.25,7,1,0,1.1922222222222223,2017-07-27 06:49:37
8a85883353d0c4e90153dfca251168bc,8,0.125,10,1,0,1.2158333333333333,2017-06-13 09:50:24
8a85883353e2e4e40153e615982440e2,7,0.8571428571428571,20,1,0,1.1828571428571428,2017-07-03 22:06:35
8a85883353e2e4e40153ea9a790f4934,9,0.3333333333333333,6,1,0,1.228148148148148,2017-07-25 09:35:12
8a85883353e2e4e40153eca57a9855c6,12,0.25,1,1,0,1.1403472222222222,2017-06-29 18:17:39
8a85883353e2e4e40153f068a4634e02,14,0.0,0,0,0,1.2069642857142857,2017-07-20 18:27:41
8a85884e548fad6501549a053d8a74fd,15,0.06666666666666667,2,1,0,1.1519444444444447,2017-07-28 02:23:18
8a85884e548fad6501549a9435d71e85,1,0.0,0,0,0,1.225,2017-07-18 10:42:33
8a85884e548fad6501549b2ac62a44c6,4,0.0,0,0,0,1.140625,2017-07-10 12:34:05
8a85884e548fad6501549e6d40590168,12,0.25,43,1,1,1.1834027777777778,2017-07-27 16:21:53
8a85884e54a0565b0154a05a7dd10159,5,0.4,25,1,0,1.169,2017-07-03 17:17:38
8a85884e54a0565b0154b8e5e038630b,3,0.3333333333333333,1,1,0,1.25,2016-08-11 10:23:19
8a85884e54a0565b0154ba3fa6c72e7e,2,1.0,6,1,0,1.15,2017-07-06 21:14:03
8a85884e54be33290154c3f438574c05,6,0.5,25,1,0,1.20389,2017-07-17 08:32:43
8a85884e54be33290154c7d802b73042,14,0.14285714285714285,2,1,0,1.175,2017-07-03 09:21:04
8a85886e54101890015410e563b4325b,2,0.0,0,0,0,1.225,2017-07-02 18:01:36
8a85886e54101890015410e5d5c83298,8,0.75,99,1,1,1.24375,2017-07-18 19:12:26
8a85886e541018900154117960df41f4,12,0.0,0,0,0,1.135,2017-07-22 10:52:40
8a85886e5410189001541480d8f83683,11,0.18181818181818182,3,1,0,1.1514393939393939,2017-07-20 11:08:54
8a85886e5410189001541a3d92df3588,11,0.36363636363636365,16,1,0,1.1395454545454546,2017-07-12 11:23:21
8a85886e54beabf90154bf4062f42d84,15,0.4,13,1,0,1.1747777777777777,2017-07-07 12:32:40
8a85886e54beabf90154c3f2f2ba3e59,6,0.16666666666666666,2,1,0,1.2161111111111111,2017-07-04 13:17:29
8a85886e54beabf90154cabe9155402d,7,0.14285714285714285,4,1,0,1.262857142857143,2017-07-08 12:56:17
8a85886f543912e30154391ea6a3015f,6,0.16666666666666666,1,1,0,1.181111111111111,2017-07-24 14:43:06
8a85886f543912e301543dfa84bb3132,10,0.4,25,1,0,1.1696666666666666,2017-06-13 09:46:12
8a85886f543912e301543e0badb035fa,4,0.75,120,1,1,1.2125,2017-06-19 20:44:44
8a85886f543912e301544f65621c2e9f,6,0.16666666666666666,12,1,0,1.3,2017-06-24 11:59:45
8a85886f54517ee00154528c65463d2b,3,0.3333333333333333,1,1,0,1.3,2017-07-27 05:31:44
8a85886f54517ee00154541985fc7c19,2,0.5,1,1,0,1.225,2017-06-30 20:09:05
8a85886f54517ee0015458b911ab289c,10,0.0,0,0,0,1.20325,2017-07-06 20:53:58
8a85886f54517ee0015462760ec345fc,10,0.0,0,0,0,1.1745,2017-07-13 10:32:02
8a85886f54517ee001546a2717571d36,13,0.15384615384615385,9,1,0,1.15974358974359,2017-07-24 16:30:35
8a85886f54517ee0015470749d3c3ce7,21,0.2857142857142857,18,1,0,1.1213492063492065,2017-07-15 20:45:56
8a85886f54517ee001547fa349f870cd,2,0.0,0,0,0,1.3,2017-07-04 11:47:33
8a85887d53675f4f015379a44783264e,13,0.23076923076923078,2,1,0,1.1975641025641026,2017-07-03 16:27:42
8a85887d5384ae1401538a1fd2a853d4,14,0.0,0,0,0,1.167559523809524,2017-06-30 12:44:03
8a8588875438ed7e01543d072b3d7baa,3,0.0,0,0,0,1.2,2017-06-30 12:59:35
8a858887545183ca015458c977db7bd2,2,1.0,16,1,0,1.3,2016-08-06 13:24:03
8a858887545183ca01546142802e4b4e,10,0.3,14,1,0,1.24,2017-07-28 09:54:10
8a85888c548fb3d50154947fe59c32cf,21,0.047619047619047616,1,1,0,1.1125,2017-07-24 13:19:56
8a85888c548fb3d501549593ea277c88,1,0.0,0,0,0,1.3,2017-07-28 18:23:25
8a85888c548fb3d501549748043c4fc2,2,0.5,1,1,0,1.225,2017-07-18 09:34:36
8a85888c54a05b820154a41ad90c504c,2,1.0,10,1,0,1.15,2016-07-02 10:22:58
8a85888c54a05b820154a7b470875afa,12,0.25,8,1,0,1.2106944444444443,2017-07-03 10:05:11
8a85888c54a05b820154aa79afb15290,7,0.5714285714285714,23,1,0,1.1985714285714286,2017-07-16 03:52:20
8a85888c54a05b820154ae660ed5066c,12,0.08333333333333333,1,1,0,1.2126388888888888,2017-07-12 16:04:23
8a85888c54be35040154c4d992b40fbe,12,0.5833333333333334,14,1,0,1.1858333333333333,2017-07-19 18:52:30
8a85888c54be35040154c6000efd4066,7,0.0,0,0,0,1.230952380952381,2017-07-20 09:09:01
8a85888c54be35040154c75baed346d0,11,0.09090909090909091,2,1,0,1.1839393939393938,2017-07-16 13:44:56
8a85889853efa9ce0153f00d9efc24b3,5,0.4,27,1,0,1.2156666666666667,2017-06-26 12:46:29
8a85889853f0fbaa0153f22d15cc4a8b,2,1.0,2,1,0,1.3,2016-06-15 00:04:31
8a85889853f0fbaa0153fb9927346076,5,0.4,10,1,0,1.2526666666666668,2017-07-10 12:28:15
8a85889853f0fbaa01540444629832e2,9,0.2222222222222222,23,1,0,1.242037037037037,2017-07-06 09:08:28
8a85889853f0fbaa0154073e85277d85,9,0.2222222222222222,39,1,1,1.1915740740740741,2017-07-17 16:54:52
8a85889853f0fbaa01540f0d556f0ec3,5,0.2,22,1,0,1.18,2017-07-06 09:36:50
8a858899538ddb8e01539042374a1e26,15,0.6,14,1,0,1.1258333333333332,2017-07-17 19:38:31
8a858899538ddb8e015390510b321f08,3,0.3333333333333333,11,1,0,1.25,2016-06-17 00:04:15
8a858899538ddb8e01539138c80a2348,7,0.2857142857142857,4,1,0,1.2578571428571428,2017-07-11 15:17:05
8a858899538ddb8e01539483a5c32d6a,15,0.0,0,0,0,1.1905555555555556,2017-03-06 15:04:23
8a858899538ddb8e01539536add23417,10,0.1,3,1,0,1.1838333333333333,2017-07-04 12:08:14
8a858899538ddb8e01539893f3b86ee7,15,0.3333333333333333,14,1,0,1.170777777777778,2017-07-14 17:54:44
8a858899538ddb8e01539a6c3e99691c,1,0.0,0,0,0,1.3,2017-07-21 13:01:09
8a858899538ddb8e01539adc8fa174ee,7,0.2857142857142857,8,1,0,1.1645238095238095,2017-07-13 15:19:08
8a858899538ddb8e01539cefcf160450,11,0.36363636363636365,44,1,1,1.1568181818181817,2017-07-06 11:51:27
8a858899538ddb8e01539eccc3c375fe,12,0.4166666666666667,14,1,0,1.2502777777777778,2017-07-24 16:07:10
8a858899538ddb8e0153a2b555421fc5,13,0.07692307692307693,2,1,0,1.220934065934066,2017-07-10 13:48:49
8a858899538ddb8e0153a780c56e34bb,21,0.19047619047619047,5,1,0,1.1337301587301587,2017-07-04 16:56:23
8a85889953a91b8d0153ade2f64458e1,8,0.25,2,1,0,1.1597916666666666,2017-07-27 22:17:43
8a85889b53acd0a20153b21f8fc43a12,2,0.0,0,0,0,1.3,2017-07-28 02:23:07
8a8588ae53f1cb7c0153fefa47f32810,5,0.6,253,1,1,1.3,2017-07-03 06:11:36
8a8588ae53f1cb7c0153ffc5afb330b0,2,0.5,30,1,0,1.3,2016-12-24 20:35:37
8a8588ae53f1cb7c015401a930c45ad7,14,0.2857142857142857,13,1,0,1.2241071428571428,2017-06-28 11:14:52
8a8588ae53f1cb7c015401ca6e5a5db8,8,0.0,0,0,0,1.209375,2017-06-23 21:37:02
8a8588ae53f1cb7c015405113ce7447d,3,0.0,0,0,0,1.2750000000000001,2017-07-24 18:17:19
8a8588ae53f1cb7c01540e8cf9f66b81,1,1.0,1,1,0,1.15,2017-07-14 15:19:20
8a8588ae53f1cb7c01540f4e83bc3b26,13,0.0,0,0,0,1.1508333333333334,2017-07-25 16:33:41
8a8588ae53f1cb7c015414160f0175bc,7,0.2857142857142857,34,1,1,1.153333333333333,2017-07-10 16:05:26
8a8588ae53f1cb7c015418f319b81ecb,3,1.0,21,1,0,1.3,2017-07-13 13:45:23
8a8588b2548362e60154854feb462ab1,1,0.0,0,0,0,1.15,2017-07-17 19:29:31
8a8588b2548362e601548bffd0e62b04,7,0.0,0,0,0,1.2099999999999997,2017-04-27 23:17:21
8a8588b75438f499015444b1adf70876,9,0.3333333333333333,36,1,1,1.2214814814814816,2017-07-06 14:01:39
8a8588b75438f49901544510041e0951,4,0.0,0,0,0,1.13125,2017-06-23 06:47:09
8a8588b75438f49901544dd4d4991156,8,0.0,0,0,0,1.2297916666666666,2017-07-18 20:03:14
8a8588b754517d800154555019c36231,6,0.16666666666666666,6,1,0,1.3,2017-07-13 01:24:46
8a8588b754517d80015457518d6a1968,3,0.6666666666666666,62,1,1,1.3,2017-07-14 09:25:34
8a8588bd5369b66d01536e7b60501609,2,0.0,0,0,0,1.3,2017-07-06 16:37:23
8a8588bf54c8eab60154c9226d7917e7,4,0.75,8,1,0,1.18625,2017-07-25 21:00:11
8a8588bf54c8eab60154c924cdd218ef,9,0.2222222222222222,2,1,0,1.1927777777777777,2017-07-07 16:38:58
8a8588c2546bf759015471842d602473,3,0.6666666666666666,19,1,0,1.2750000000000001,2017-07-11 16:59:51
8a8588c2546bf75901547b05ad85198b,7,0.0,0,0,0,1.2625,2017-07-26 09:38:39
8a8588c2546bf7590154830ec1d21661,1,0.0,0,0,0,1.3,2017-07-03 12:18:39
8a8588c7541e2f4b01541e3a48830105,3,0.6666666666666666,14,1,0,1.3,2016-08-08 16:10:04
8a8588c7541e2f4b015432ff754e0971,2,0.0,0,0,0,1.3,2017-07-05 13:59:52
8a8588c9548a33b201548b3cdb0f0c53,1,1.0,13,1,0,1.3,2016-12-20 08:10:29
8a8588d653a43f600153a832f1516034,12,0.5,9,1,0,1.2327777777777778,2017-07-10 07:31:35
8a8588d653a915270153aa2496f328dc,1,0.0,0,0,0,1.15,2016-12-02 01:06:05
8a8588d653a915270153aa96cfac2e31,3,0.0,0,0,0,1.15,2017-06-28 15:00:28
8a8588d653a915270153ab10232e304f,18,0.2222222222222222,12,1,0,1.1218981481481483,2017-07-19 11:52:27
8a8588dc536a141301536b1506f20efb,9,0.2222222222222222,43,1,1,1.1312962962962962,2017-07-26 08:04:25
8a8588dc536a141301536b50d8aa10b5,13,0.6153846153846154,15,1,0,1.1530128205128205,2017-06-22 08:21:53
8a8588dc536a14130153753dc8d32698,16,0.1875,2,1,0,1.175,2017-07-03 13:32:46
8a8588dc536a1413015375acd19d4154,2,0.0,0,0,0,1.3,2017-07-03 12:27:19
8a8588dc536a1413015376c0e10065b2,7,0.42857142857142855,25,1,0,1.1985714285714286,2017-07-04 08:20:21
8a8588dc536a14130153790b5b5d7cda,3,1.0,104,1,1,1.25,2017-06-20 21:15:45
8a8588dc536a141301537b3f489b0501,14,0.6428571428571429,57,1,1,1.2360714285714285,2017-07-20 18:27:47
8a8588dc536a1413015381dd2a4f3c5f,8,0.25,227,1,1,1.1503125,2017-07-12 11:50:56
8a8588dc536a141301538365df9251b8,9,0.0,0,0,0,1.213425925925926,2017-06-28 23:25:26
8a8588dc5384a05f0153895b425a2a63,1,1.0,10,1,0,1.3,2017-03-30 12:32:27
8a8588dc5384a05f015393fe59506c77,13,0.07692307692307693,1,1,0,1.1751282051282053,2017-06-28 11:07:43
8a8588dc5384a05f0153982119c81a51,2,0.0,0,0,0,1.3,2017-06-30 20:33:08
8a8588dc5384a05f01539a4fbd8e1f5d,5,0.8,127,1,1,1.3,2017-07-07 10:33:52
8a8588dc5384a05f01539af1485135ae,11,0.18181818181818182,8,1,0,1.208939393939394,2017-07-01 10:25:43
8a8588dc5384a05f01539d3773865219,6,0.5,21,1,0,1.2449999999999999,2017-07-17 13:19:00
8a8588dc5384a05f01539f0b767647ce,5,0.0,0,0,0,1.18,2017-07-07 11:03:50
8a8588dc5384a05f0153a3e02aa271a9,15,0.13333333333333333,7,1,0,1.1836666666666666,2017-07-05 14:38:31
8a8588dd54a3ead30154a63ea45314a8,3,0.6666666666666666,172,1,1,1.25,2017-06-23 20:56:17
8a8588dd54a3ead30154aa7d6b092010,6,0.5,3,1,0,1.1875,2017-07-03 16:11:26
8a8588dd54a3ead30154ada314c44e09,6,0.0,0,0,0,1.1624999999999999,2017-07-24 23:55:23
8a8588dd54a3ead30154bad3d2962cce,13,0.46153846153846156,34,1,1,1.1278846153846154,2017-07-05 00:16:20
8a8588dd54be35520154bf9790ea4a55,1,0.0,0,0,0,1.15,2016-06-02 00:03:19
8a8588dd54be35520154c05cbe9759e5,15,0.06666666666666667,7,1,0,1.1239444444444444,2017-07-20 08:41:22
8a8588dd54be35520154c60d7af90d99,6,0.3333333333333333,28,1,0,1.3,2017-05-12 18:19:54
8a8588dd54be35520154c92031650de4,2,0.0,0,0,0,1.3,2017-06-30 01:10:14
8a8588e65485c1da0154869013603444,11,0.0,0,0,0,1.163939393939394,2017-07-26 11:04:52
8a8588f35438fe1201543d4927a77644,3,0.3333333333333333,2,1,0,1.1375,2017-07-03 10:23:19
8a8588f35438fe12015444567666018e,6,0.16666666666666666,30,1,0,1.175,2017-05-26 04:37:49
8a8588f35438fe1201544910ded312f7,5,0.6,6,1,0,1.1424999999999998,2017-07-04 17:23:00
8a8588f35438fe1201544cc7b44c5650,1,1.0,2,1,0,1.3,2016-05-28 00:02:22
8a8588f35451808f015463833f3a00e3,13,0.07692307692307693,4,1,0,1.1456410256410257,2017-07-14 22:21:32
8a8588f35451808f0154682042b8389b,5,0.4,15,1,0,1.1949999999999998,2017-07-25 15:09:19
8a8588f35451808f015475d4e4432f4f,5,0.4,59,1,1,1.169,2017-07-05 15:44:51
8a8588f35451808f01547acafc312bc2,9,0.0,0,0,0,1.163333333333333,2017-07-12 10:45:11
8a8588f35451808f01547b8e92ec220d,1,1.0,1,1,0,1.15,2017-07-05 15:15:53
8a8588f5542eb0d401542f48f0381490,14,0.35714285714285715,42,1,1,1.1941666666666666,2017-07-03 17:42:38
8a8588f5542eb0d40154334e0a670186,11,0.2727272727272727,7,1,0,1.1616666666666666,2017-07-19 09:15:30
8a8588f5542eb0d401543413be2b3f9b,12,0.0,0,0,0,1.1745138888888889,2017-07-03 18:32:57
8a8588f5542eb0d4015436389126718b,12,0.5,32,1,1,1.2691666666666668,2017-07-18 00:07:21
8a8588f6548fb0c201549514019447e3,6,0.0,0,0,0,1.2191666666666665,2017-07-01 18:19:30
8a8588f6548fb0c20154957369615d27,7,0.14285714285714285,3,1,0,1.2307142857142856,2017-07-03 21:17:42
8a8588f7548fb0a301549bd960a96cd3,6,0.16666666666666666,5,1,0,1.3,2017-07-02 09:25:08
8a8588f7548fb0a301549ced5ac07c9d,9,0.1111111111111111,1,1,0,1.221111111111111,2017-07-27 22:53:03
8a8588f754a058cb0154b12e44351523,4,0.25,27,1,0,1.2625,2017-07-10 05:51:53
8a8588f754a058cb0154b3b507dc1abe,6,0.16666666666666666,2,1,0,1.2158333333333333,2017-07-26 12:50:17
8a8588f754a058cb0154b405217f1d65,14,0.07142857142857142,2,1,0,1.1607738095238094,2017-07-22 12:08:27
8a8588f754a058cb0154b86caf3a73a4,10,0.1,25,1,0,1.1914166666666666,2017-06-30 00:38:17
8a8588f754a058cb0154b922d7fe1ffd,10,0.5,9,1,0,1.1983333333333333,2017-07-14 12:55:12
8a8588f754a058cb0154ba36ffee5c96,12,0.4166666666666667,22,1,0,1.1377083333333333,2017-07-03 13:21:53
8a8588f754a058cb0154bb6c773d1bbb,9,0.5555555555555556,14,1,0,1.1883333333333335,2017-07-03 23:06:15
8a8588f853b1b2d40153b20c9e9a0666,6,0.3333333333333333,17,1,0,1.2441666666666666,2017-07-05 09:37:40
8a8588f853b1b2d40153b2bb48d41263,8,0.375,4,1,0,1.1397916666666665,2016-12-30 18:24:51
8a8588f853b1b2d40153b54512b22405,1,0.0,0,0,0,1.3,2017-06-29 22:31:00
8a8588f853b1b2d40153b9792c2a3ace,18,0.16666666666666666,1,1,0,1.1054629629629629,2017-07-12 21:39:00
8a8588f853b1b2d40153bd9536925edb,8,0.375,17,1,0,1.2535416666666666,2017-05-01 11:26:55
8a8588f853b1b2d40153be4cdb8c6810,3,0.6666666666666666,1,1,0,1.25,2016-06-16 00:03:28
8a8588f8541e11db01542a1ef37c7f27,8,0.625,11,1,0,1.215625,2017-07-15 08:10:42
8a8588fd53c244bc0153c2de00633728,3,1.0,59,1,1,1.25,2017-06-30 14:18:01
8a8588fd53c244bc0153c39d5d176514,10,0.1,1,1,0,1.2003333333333335,2017-07-20 13:12:01
8a8588fd53c244bc0153c62ea7c404ee,12,0.25,8,1,0,1.2125000000000001,2017-07-03 19:31:25
8a8588fd53c244bc0153c6628bb40fe5,5,0.6,29,1,0,1.1768333333333332,2017-06-30 20:20:46
8a8588fd53c244bc0153c72ed1924a60,16,0.1875,15,1,0,1.2040625,2017-07-01 07:43:41
8a8588fd53c244bc0153c7464a0b550c,3,0.3333333333333333,367,1,1,1.3,2017-07-04 16:03:40
8a8588fd53c244bc0153c74fad72587f,8,0.375,21,1,0,1.2393750000000001,2017-07-03 18:53:43
8a8588fd53c244bc0153c77b6b9e691b,8,0.25,102,1,1,1.28125,2017-07-06 22:50:16
8a8588fd53c244bc0153c7b2842d093b,16,0.5625,9,1,0,1.2011458333333334,2017-07-28 20:09:13
8a8588fd53c244bc0153c7b3845e0983,13,0.38461538461538464,30,1,0,1.1958333333333333,2017-07-24 19:08:47
8a8588fd53c244bc0153c7d786e9171d,14,0.35714285714285715,81,1,1,1.159107142857143,2017-07-11 15:34:16
8a8588fd53c244bc0153c8251f132fd7,6,0.8333333333333334,19,1,0,1.3,2017-06-13 10:53:58
8a8588fd53c244bc0153c8305ea7338f,3,0.0,0,0,0,1.2,2016-06-05 00:02:36
8a8588fd53c244bc0153c9c031e76307,6,0.0,0,0,0,1.2479166666666668,2017-06-24 00:17:41
8a8588fd53c244bc0153cb1b1c2c6cec,11,0.36363636363636365,6,1,0,1.1763636363636363,2017-07-26 02:14:52
8a8588fd53c244bc0153cda4fd4a486b,4,0.75,11,1,0,1.215625,2017-07-01 06:17:50
8a8588fd53c244bc0153d0a82ef81fd7,1,1.0,16,1,0,1.3,2016-05-19 00:04:20
8a8588fd53e054170153e174e0b258ba,7,0.2857142857142857,34,1,1,1.1569047619047619,2017-07-17 12:36:37
8a8588fd53e2e6cf0153ec3302de1278,7,0.0,0,0,0,1.2217857142857143,2017-07-04 10:26:47
